user_id,activity_count,activity_recency,activity_interval,activity_intensity
215,11.0,8.780336443414111,4.935949806585381,11.0
216,9.0,3.8141926611845807,18.366532891100892,9.0
217,3.0,16.62806379172548,12.685602013372787,3.0
218,4.0,12.597651180292885,11.090801138700915,4.0
219,2.0,16.70099839460279,5.563786904050545,2.0
220,12.0,16.66633002717417,19.674562041636896,12.0
221,17.0,18.954622174906262,19.03591344053828,17.0
222,16.0,16.808374239235995,15.167903646041985,16.0
223,14.0,15.231637995444384,11.887790046774187,14.0
224,19.0,8.584667356082495,6.9422717483356156,19.0
225,3.0,2.1309291962958192,19.717265844307853,3.0
226,20.0,15.067534073673661,4.7772788414352725,20.0
227,18.0,15.004979503175523,16.94695923984294,18.0
228,7.0,18.14110140379567,4.434540290917138,7.0
229,7.0,17.68040583872585,13.629165603403324,7.0
230,20.0,3.319782982760212,6.256494638415113,20.0
231,17.0,1.0295703447874904,17.931236706388816,17.0
232,9.0,7.383727013431865,18.46495272804278,9.0
233,0.0,17.94276629849004,0.9405568521792995,0.0
234,19.0,10.97018921617798,3.459278640718868,19.0
235,17.0,4.926349003331429,15.728222852689498,17.0
236,19.0,7.166050656818616,5.790783987575427,19.0
237,11.0,17.251447527340414,3.641467252280748,11.0
238,20.0,6.752748812527584,12.73528637656775,20.0
239,0.0,3.3020961316260142,1.4779848987907473,0.0
240,4.0,7.84811647399167,18.25281189094165,4.0
241,19.0,13.62287261403432,18.78745919064835,19.0
242,7.0,2.2384085427277065,1.861205552746621,7.0
243,20.0,10.276539659602141,7.467754467221495,20.0
244,13.0,1.2309740444681456,12.203889128434009,13.0
245,6.0,9.026572280636634,15.613097396345932,6.0
246,2.0,7.4585652737718355,2.2984747566866037,2.0
247,8.0,14.662812337901176,11.921746603492622,8.0
248,18.0,19.977793784573187,2.64299913630452,18.0
249,9.0,8.036732074375834,10.973602843972522,9.0
250,6.0,16.884718989195164,2.0191450739360084,6.0
251,0.0,2.3253182090191924,5.0336522552341005,0.0
252,12.0,11.464448959080313,6.35101594684693,12.0
253,19.0,7.412974865721553,13.662729788859211,19.0
254,3.0,13.70074529529923,4.296745039673182,3.0
255,19.0,4.68379347531066,0.6475297020116755,19.0
256,4.0,19.960020827571295,10.072755255795002,4.0
257,1.0,12.084299886847015,12.034908919669466,1.0
258,11.0,9.077065373445002,10.477848502361446,11.0
259,19.0,12.396611699143131,10.5747952313212,19.0
260,18.0,10.640026336786192,15.611297118017413,18.0
261,6.0,4.869505988572455,9.93608959345482,6.0
262,10.0,1.3201940436703214,14.91979257419475,10.0
263,15.0,16.503942861911778,0.3772029523658116,15.0
264,18.0,12.428292342385179,18.362647869603016,18.0
265,11.0,17.025196380188042,9.723983443734895,11.0
266,4.0,7.85509763205055,2.6240497581913536,4.0
267,8.0,6.498923753079127,8.803757283082223,8.0
268,17.0,7.792444403010583,7.8461622953084635,17.0
269,18.0,9.213920156588118,12.42232846002987,18.0
270,11.0,4.245890056850202,5.411534429558181,11.0
271,5.0,11.519397566980402,18.615530143015835,5.0
272,17.0,6.153344877985049,4.676473990780412,17.0
273,19.0,16.271002952450893,9.870946015567778,19.0
274,20.0,4.044017377462035,2.217896217458324,20.0
275,8.0,11.2692805832118,5.96319940765754,8.0
276,9.0,18.18616749554973,14.128055479054751,9.0
277,1.0,19.120725148125395,8.185641622510555,1.0
278,15.0,13.103560076162495,15.228947591847408,15.0
279,7.0,7.311472873505789,13.103170258518011,7.0
280,11.0,13.855079499574352,11.043743770454299,11.0
281,17.0,1.0383720688127092,2.2910619262743515,17.0
282,18.0,4.11809507709642,19.71250322636259,18.0
283,5.0,9.748015092916386,1.1671173945367674,5.0
284,14.0,5.7875301050000525,1.735833697804554,14.0
285,0.0,2.593198655651065,16.61604890516329,0.0
286,1.0,17.824883420323584,17.98422834341874,1.0
287,19.0,13.297098925125727,1.9307513060736414,19.0
288,15.0,18.207258446483312,11.85248638357294,15.0
289,19.0,3.077100513874914,11.138335112900648,19.0
290,7.0,10.350519969443706,6.8109966024896185,7.0
291,20.0,4.2407007463593205,10.582781871348852,20.0
292,13.0,2.540413507283511,12.294650109093803,13.0
293,3.0,16.100004836637375,10.98896496634994,3.0
294,15.0,14.338136885584104,12.223304501297324,15.0
295,5.0,7.085833388684732,14.431366750753849,5.0
296,6.0,4.771596165379153,19.97979415327631,6.0
297,1.0,3.75837326848986,3.4401632603651477,1.0
298,10.0,15.2445884981281,12.510849853855017,10.0
299,2.0,6.738702673729457,7.124612976633404,2.0
300,18.0,7.144964416509206,17.545522510639735,18.0
301,14.0,8.749355564627416,8.440121378005983,14.0
302,6.0,17.509295349190833,14.948054224208494,6.0
303,9.0,1.5386712505022562,15.983071865456115,9.0
304,0.0,10.343427793125443,13.345087172538943,0.0
305,19.0,17.452945438136254,0.10701532667559466,19.0
306,13.0,6.658845337016063,9.85107214060524,13.0
307,13.0,4.023828549911256,10.110242579855173,13.0
308,5.0,19.56479198537989,2.620602293649721,5.0
309,18.0,8.584397784971781,5.653806001961128,18.0
310,11.0,3.539011872560871,1.4573132372347852,11.0
311,3.0,13.776186656101038,8.757818494942342,3.0
312,10.0,11.772007337134953,1.111448363426657,10.0
313,20.0,6.195564989585279,5.79690019853607,20.0
314,7.0,4.084003202285371,13.877924580412316,7.0
315,19.0,5.976277821904122,19.01942988485064,19.0
316,11.0,1.178912730558151,13.66882752167342,11.0
317,11.0,9.088064582262705,2.4578029785780076,11.0
318,9.0,14.734112256921595,12.3916703425771,9.0
319,12.0,13.481843051027717,9.434531410795042,12.0
320,16.0,5.837494767838018,4.3307031133320955,16.0
321,11.0,10.104770346483038,19.627443603264414,11.0
322,0.0,13.147023832542752,8.371866098568631,0.0
323,3.0,7.010261235282433,0.8046748360755274,3.0
324,7.0,9.819464660874978,6.761306744853672,7.0
325,11.0,9.634398310729928,7.181151563351609,11.0
326,7.0,14.17084064769237,18.79092695543075,7.0
327,20.0,19.400950678222276,9.933587381168355,20.0
328,11.0,18.356588478390506,15.08220835509848,11.0
329,3.0,11.240442989528225,7.498848282425241,3.0
330,10.0,15.261754004042293,6.490186350821259,10.0
331,8.0,19.59315329802958,19.050290110151614,8.0
332,5.0,5.597679909454742,13.305686355917935,5.0
333,5.0,6.401900525697134,18.049872393252514,5.0
334,17.0,7.963366235246352,5.266368203298564,17.0
335,19.0,19.588871511061033,11.155365001500181,19.0
336,8.0,10.967214045956387,8.667409456107354,8.0
337,16.0,19.98713292025225,7.705628926481706,16.0
338,4.0,1.146616589681651,4.984526274248826,4.0
339,4.0,11.278438837598369,9.488523209385919,4.0
340,18.0,18.307983204662218,16.834268848409785,18.0
341,20.0,3.388227719856236,1.0958678937954924,20.0
342,2.0,1.9789082124005082,18.945008432470395,2.0
343,7.0,19.818588226307117,18.29305963826367,7.0
344,11.0,15.939514910955426,16.40494289372518,11.0
345,0.0,15.940353971063162,1.5763297469728288,0.0
346,6.0,14.178095703956531,12.984297645746032,6.0
347,10.0,12.373674884802817,13.518637882622924,10.0
348,9.0,19.828215904344724,11.770216586744723,9.0
349,15.0,9.623348515801174,13.383543599102952,15.0
350,5.0,10.410424579068717,9.415600403336802,5.0
351,17.0,10.318242125744142,18.501700983368544,17.0
352,15.0,3.7502081013508426,17.691952135385574,15.0
353,12.0,7.239072932781859,17.502853126744064,12.0
354,5.0,6.1628573867841325,18.483405761602185,5.0
355,4.0,1.153487716740456,12.565423874448062,4.0
356,10.0,16.468358431005953,2.877823730083564,10.0
357,13.0,15.608105226992844,3.157965004474348,13.0
358,1.0,4.461114137244632,4.663606446123881,1.0
359,4.0,17.77141434987347,8.229512067670937,4.0
360,17.0,4.212104016135639,16.75873625025261,17.0
361,18.0,16.066317932314398,3.5883561199857095,18.0
362,5.0,6.518652796541325,2.5875620390158605,5.0
363,12.0,1.2708403101185448,6.8577795254307645,12.0
364,4.0,19.100080182564305,4.840729218605809,4.0
365,3.0,17.62224431675175,18.875333500001158,3.0
366,0.0,15.550550938736405,6.611758357981589,0.0
367,7.0,16.75872123341988,5.827240344222835,7.0
368,18.0,14.107824067859404,12.663091851361282,18.0
369,13.0,15.57937731557181,4.297414233519885,13.0
370,11.0,15.347741209751149,18.55746978376675,11.0
371,16.0,15.676372037748106,14.545738906843708,16.0
372,0.0,3.5593834145095054,11.393147872928623,0.0
373,18.0,17.110986540520535,1.8007873288122656,18.0
374,19.0,7.439008580368739,4.25048162944615,19.0
375,14.0,12.295533467572765,10.701199633715209,14.0
376,1.0,11.94054087602426,14.328516818187332,1.0
377,11.0,3.2290142005791873,15.252276268708316,11.0
378,12.0,5.7557698324274575,10.251852569353774,12.0
379,13.0,11.035436290081204,5.253176491716509,13.0
380,5.0,6.39887173646449,0.42868855433639164,5.0
381,4.0,17.7564080194105,12.056061795353312,4.0
382,16.0,16.617875493593488,12.295691597629553,16.0
383,8.0,16.540553699508997,15.33315125419595,8.0
384,13.0,2.6816717118672604,4.384571290000396,13.0
385,17.0,7.037857287824191,10.559731085259587,17.0
386,14.0,14.095434794408488,9.412134006534698,14.0
387,19.0,5.2409604971590324,6.327838413765781,19.0
388,7.0,11.298010431802364,13.201055782022886,7.0
389,13.0,18.27032199439793,17.10948777031144,13.0
390,20.0,10.000509807976737,15.349760358810274,20.0
391,9.0,19.010461759258934,2.8176441673544383,9.0
392,11.0,3.052948805762286,18.85830596042539,11.0
393,14.0,10.617453484490568,19.993642221601057,14.0
394,4.0,6.154448463659163,3.568725031938622,4.0
395,18.0,16.903954462198165,6.584730678221877,18.0
396,7.0,18.320921150821516,12.817719558028625,7.0
397,15.0,9.793188010683194,12.490100508453807,15.0
398,11.0,12.607695487652522,18.094455910323628,11.0
399,16.0,13.420626807937367,1.3197292467621402,16.0
400,16.0,15.598626587716996,1.1754568667152698,16.0
401,9.0,18.92429315469671,6.412682510108965,9.0
402,6.0,16.726997095528894,15.17072371227166,6.0
403,16.0,17.23383312218107,15.72227474142841,16.0
404,2.0,5.219297385144743,8.073550083643324,2.0
405,5.0,15.47299746679371,2.0797435471852954,5.0
406,18.0,5.424432144268662,8.964161479210125,18.0
407,20.0,12.303402625171474,9.322974819945687,20.0
408,11.0,9.008333229410017,9.855570104075234,11.0
409,4.0,18.80697419751459,10.9259226721018,4.0
410,18.0,8.842036633104344,11.551740434104381,18.0
411,6.0,1.0393025882248943,14.032591700469712,6.0
412,11.0,3.1613598391070394,19.954346690329952,11.0
413,9.0,16.967861723588744,14.148448845556942,9.0
414,9.0,9.328754577111209,11.500129617042647,9.0
415,17.0,8.183203040544,14.568216596833123,17.0
416,18.0,4.277510570226982,11.918103716290387,18.0
417,0.0,1.1748224217400896,16.48812907428713,0.0
418,16.0,10.745897599113176,8.996003866079453,16.0
419,1.0,9.486597131556008,6.818067754648858,1.0
420,10.0,17.21664698215279,7.417656883583009,10.0
421,3.0,1.7154534713753988,15.17693050558032,3.0
422,14.0,3.411933308348546,13.00657374194608,14.0
423,18.0,4.468398708258982,14.165637516494616,18.0
424,6.0,8.149002879443842,16.608290732741537,6.0
425,5.0,5.721306169591078,4.646060828852576,5.0
426,6.0,8.604513720533834,0.620265192892,6.0
427,18.0,18.665705380722912,7.250453045572332,18.0
428,13.0,10.851426447088482,12.423457203893086,13.0
429,16.0,12.364904171718495,9.476397867681943,16.0
430,15.0,4.124381501472266,3.3562882105448377,15.0
431,7.0,3.366805504601881,12.588092091826049,7.0
432,8.0,18.59842350289811,9.13387952006656,8.0
433,14.0,14.814576540113773,3.987257358054692,14.0
434,20.0,1.0774102673508474,16.73712943436812,20.0
435,19.0,5.890882497696368,11.45803321732876,19.0
436,2.0,11.243292731601453,17.879322046732526,2.0
437,1.0,7.64028160131206,12.70742542748427,1.0
438,0.0,18.017325410178874,15.5599410748509,0.0
439,14.0,8.224867520838139,13.898625493420242,14.0
440,3.0,16.729879590676532,1.6032052160785182,3.0
441,11.0,14.788777543395238,1.8993767646920334,11.0
442,6.0,12.136039310421815,11.255345551913846,6.0
443,9.0,12.153983654054105,17.556008967692577,9.0
444,14.0,5.745420730993734,17.25326529043231,14.0
445,10.0,15.145203380880808,12.386530547287844,10.0
446,14.0,13.698770927200485,14.73424083909748,14.0
447,20.0,1.4214514604591928,19.34421654398122,20.0
448,6.0,16.36565115218351,9.335527114166943,6.0
449,19.0,3.8830002123328247,7.147267303956899,19.0
450,14.0,4.054299628236129,6.207071864734431,14.0
451,4.0,8.483435394315594,2.8816162830734204,4.0
452,1.0,2.8643820730639025,9.994647106926617,1.0
453,15.0,10.55829024195361,15.715892388804619,15.0
454,8.0,14.71085281916386,17.514661781368275,8.0
455,18.0,18.618332354013223,6.941234979143902,18.0
456,3.0,7.57289331432067,19.638935821327756,3.0
457,7.0,18.007141209821356,5.530521488559426,7.0
458,12.0,6.175490478491497,9.324682921755617,12.0
459,9.0,12.664688451729036,4.202246445422895,9.0
460,14.0,1.3532505419685164,6.8448079650177585,14.0
461,3.0,7.736947223405675,10.882324806343814,3.0
462,3.0,15.010642007053399,8.621205484180159,3.0
463,12.0,11.658383762543329,2.874540213927539,12.0
464,5.0,14.913070339650167,10.129328241789056,5.0
465,11.0,16.494050665261874,9.827053470377848,11.0
466,10.0,2.7718365074885862,2.397060208749653,10.0
467,3.0,18.465340531382246,8.448365952277008,3.0
468,6.0,15.916285209964386,18.694903387728004,6.0
469,15.0,1.7918142572336335,18.61275933867961,15.0
470,2.0,11.928686884724595,3.7586979581200897,2.0
471,6.0,8.663239882749664,12.614901853968108,6.0
472,7.0,4.960747375697343,9.633187273574988,7.0
473,7.0,16.45507162441054,11.422170354646262,7.0
474,3.0,17.299663020064457,3.792864381108949,3.0
475,5.0,15.446385517767853,14.511129745834616,5.0
476,4.0,17.69288201401674,4.890518130051689,4.0
477,0.0,3.149684642239909,8.013972861826105,0.0
478,19.0,19.850112511608234,17.926085619417524,19.0
479,18.0,6.216518410830009,7.539785284389775,18.0
480,6.0,6.284895254679301,8.815047030864548,6.0
481,18.0,7.947297561514461,9.887501513715534,18.0
482,13.0,1.4843060027319417,3.6722770525022375,13.0
483,4.0,7.0378598161463595,7.068372119707806,4.0
484,19.0,10.111917604115408,0.569143231982594,19.0
485,9.0,6.122027015312454,18.74749929920997,9.0
486,0.0,3.1179643840126126,13.45946039798745,0.0
487,0.0,19.13775102117322,6.67773885515182,0.0
488,16.0,12.241166077999596,13.186812124299713,16.0
489,19.0,13.58916492925548,4.159659758320402,19.0
490,11.0,15.143192108122001,5.250958566186932,11.0
491,0.0,18.792839954059794,12.807678742748818,0.0
492,15.0,10.920839236313858,17.24042057646778,15.0
493,2.0,8.525657577765458,18.83528172598553,2.0
494,19.0,10.61203122520409,9.94820716746554,19.0
495,8.0,14.80831541933771,14.122635330596792,8.0
496,10.0,2.337365659470099,17.259951670447396,10.0
497,3.0,19.344441999522708,17.86085876187682,3.0
498,1.0,15.029183828140107,16.02365128393667,1.0
499,19.0,17.673551643860428,18.967556122620206,19.0
500,14.0,14.192062741291753,14.783673721543627,14.0
501,11.0,5.244900731158252,1.4787200880604612,11.0
502,7.0,3.728050161187916,5.0362835065183775,7.0
503,8.0,3.145555163060921,6.234579367195798,8.0
504,6.0,10.148199667429715,10.930707367846718,6.0
505,4.0,13.154772065175587,6.680922583583997,4.0
506,12.0,19.29426700978256,3.9591225024077303,12.0
507,19.0,6.524154552999233,8.961994283665247,19.0
508,18.0,19.88012113076299,5.402884564713322,18.0
509,18.0,17.343357147806568,4.944363328082373,18.0
510,7.0,9.644454644723558,19.736362901678984,7.0
511,6.0,3.6616158401757644,9.510347333858695,6.0
512,3.0,5.174145135397527,8.390346396184006,3.0
513,13.0,8.730218076325155,11.851953766080374,13.0
514,4.0,17.314627398418857,15.230767100588809,4.0
515,13.0,2.2698640683321383,12.762786899352347,13.0
516,3.0,16.950140971837598,16.65703638598887,3.0
517,8.0,6.438847482567211,18.43350665454042,8.0
518,6.0,16.290015169449507,4.126905980785072,6.0
519,3.0,19.638725552226433,6.6208145407134715,3.0
520,16.0,8.465045611695437,5.180987392093077,16.0
521,9.0,17.437251151317884,14.029849930882838,9.0
522,15.0,15.84492837627474,16.603243353554202,15.0
523,16.0,16.389735390522453,10.059001769406503,16.0
524,20.0,13.49737647328999,14.204178620819214,20.0
525,17.0,3.8746074105831494,17.152479844125914,17.0
526,19.0,8.339360048548977,2.422629217356107,19.0
527,2.0,2.5469405862014876,4.695483277086954,2.0
528,2.0,3.2453312665089946,10.70005877188352,2.0
529,7.0,1.9598461900663189,8.03931412184406,7.0
530,12.0,17.880374138898336,7.489136122943705,12.0
